s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
643.974687,105.899651,204.413965,34.209359,2.807533,-0.023781,0.019901,-0.004423,0.000355,0.000244,-6.885763,6.570037,0.000139,0.000267,-0.004428
645.974799,104.012277,205.074276,34.256859,2.798686,-0.023071,0.020390,-0.006202,0.000268,0.000300,-6.867930,6.644928,0.000157,0.000141,-0.006205
647.974885,102.130036,205.749100,34.302966,2.786281,-0.022536,0.020989,-0.006266,0.000406,0.000194,-6.828283,6.624428,0.000053,0.000274,-0.006271
649.974986,100.257409,206.450276,34.347962,2.773749,-0.021725,0.021378,-0.005815,0.000372,0.000189,-6.789510,6.636537,0.000063,0.000248,-0.005820
651.974969,98.394121,207.175679,34.391320,2.762119,-0.020980,0.021756,-0.007944,0.000103,0.000362,-6.777651,6.665964,0.000195,-0.000070,-0.007943
653.974935,96.538252,207.919897,34.433227,2.746231,-0.020774,0.022479,-0.007880,-0.000119,0.000386,-6.742595,6.684942,0.000222,-0.000296,-0.007874
655.974959,94.695879,208.697098,34.474669,2.730471,-0.021012,0.023252,-0.007057,0.000485,0.000227,-6.754426,6.714486,0.000078,0.000321,-0.007065
657.974869,92.866510,209.504124,34.516567,2.716357,-0.020042,0.023705,-0.009183,0.000398,0.000212,-6.760283,6.761210,0.000028,0.000180,-0.009188
659.974770,91.047140,210.333520,34.556576,2.697993,-0.019246,0.024128,-0.008431,0.000059,0.000170,-6.770417,6.778456,0.000007,-0.000145,-0.008428
661.974733,89.244937,211.199803,34.594938,2.681132,-0.019129,0.024468,-0.007255,0.000139,0.000052,-6.791958,6.793256,-0.000087,-0.000038,-0.007255
663.974560,87.457915,212.096690,34.633054,2.666623,-0.018851,0.024571,-0.009092,-0.000038,0.000114,-6.799431,6.808220,-0.000057,-0.000262,-0.009086
665.974414,85.682180,213.015802,34.670673,2.648441,-0.018927,0.024800,-0.008358,-0.000120,-0.000024,-6.810426,6.842729,-0.000183,-0.000328,-0.008351
667.974365,83.924971,213.970053,34.708395,2.631725,-0.019168,0.024751,-0.007134,0.001064,-0.000130,-6.815831,6.882709,-0.000267,0.000887,-0.007157
669.974199,82.184377,214.954029,34.746586,2.617458,-0.017040,0.024491,-0.008914,0.000272,0.000033,-6.804494,6.919104,-0.000118,0.000054,-0.008917
671.973988,80.455965,215.959312,34.780582,2.599631,-0.016495,0.024558,-0.008291,-0.000278,0.000041,-6.801495,6.898003,-0.000095,-0.000481,-0.008280
673.973853,78.747311,216.998005,34.813444,2.583051,-0.017050,0.024640,-0.007050,0.000266,0.000038,-6.811777,6.883286,-0.000082,0.000092,-0.007053
675.973615,77.056640,218.065490,34.847400,2.568953,-0.016518,0.024716,-0.008771,0.000166,0.000070,-6.788994,6.875132,-0.000075,-0.000050,-0.008771
677.973387,75.378990,219.153375,34.880352,2.551413,-0.016185,0.024856,-0.008225,0.000013,0.000020,-6.802225,6.834427,-0.000114,-0.000192,-0.008222
679.973242,73.722275,220.273051,34.912595,2.534964,-0.016160,0.024895,-0.006964,0.000603,-0.000050,-6.791776,6.804466,-0.000163,0.000430,-0.006976
681.972978,72.084838,221.420532,34.944770,2.521037,-0.014954,0.024795,-0.008661,-0.000259,0.000052,-6.803468,6.835422,-0.000078,-0.000474,-0.008651
683.972702,70.461223,222.587527,34.974594,2.503718,-0.015473,0.024899,-0.008167,0.000452,-0.000096,-6.785578,6.825146,-0.000223,0.000248,-0.008175
685.972534,68.859692,223.784807,35.005412,2.487385,-0.014570,0.024706,-0.006905,0.000294,-0.000045,-6.783706,6.862102,-0.000145,0.000124,-0.006910
687.972225,67.278673,225.008858,35.034409,2.473576,-0.013981,0.024617,-0.008572,0.000078,0.000029,-6.773068,6.880391,-0.000091,-0.000133,-0.008570
689.971921,65.712249,226.251565,35.062287,2.456435,-0.013825,0.024674,-0.008134,0.000046,0.000057,-6.764415,6.886116,-0.000056,-0.000155,-0.008131
691.971705,64.169055,227.523151,35.089813,2.440170,-0.013734,0.024787,-0.006859,0.000456,0.000010,-6.758568,6.875446,-0.000085,0.000286,-0.006868
693.971374,62.647552,228.820441,35.117137,2.426454,-0.012821,0.024807,-0.008516,0.000083,0.000060,-6.722740,6.904823,-0.000049,-0.000129,-0.008515
695.971039,61.141406,230.135557,35.142695,2.409424,-0.012656,0.024927,-0.008105,0.000310,0.000013,-6.750761,6.883248,-0.000090,0.000108,-0.008110
