V,Aw,An,Ae_off,Ae_on
71.9666666666667,52.55005446731778,26.945084400000006,4.8804016305246645,4.8804016305246645
72.1833333333333,52.747325762712585,26.97746333333333,4.8804016305246645,4.8804016305246645
72.4,52.944941047237506,27.009764,4.8804016305246645,4.8804016305246645
72.6166666666667,53.142556331762414,27.042064666666672,4.8804016305246645,4.8804016305246645
72.8333333333333,53.340171616287236,27.07436533333333,4.8804016305246645,4.8804016305246645
73.05,53.53829943363706,27.1065486,4.8804016305246645,4.8804016305246645
73.2666666666667,53.738135693736574,27.138340533333338,4.8804016305246645,4.8804016305246645
73.4833333333333,53.93797195383602,27.170132466666665,4.8804016305246645,4.8804016305246645
73.7,54.13780821393554,27.201924400000003,4.8804016305246645,4.8804016305246645
73.9166666666667,54.33764447403506,27.23371633333334,4.8804016305246645,4.8804016305246645
74.1333333333333,54.538838286013934,27.265195199999997,4.8804016305246645,4.8804016305246645
74.35,54.74088056791754,27.2964784,4.8804016305246645,4.8804016305246645
74.5666666666667,54.942922849821166,27.327761600000006,4.8804016305246645,4.8804016305246645
74.7833333333333,55.14496513172469,27.359044799999996,4.8804016305246645,4.8804016305246645
75.0,55.3470074136283,27.390328,4.8804016305246645,4.8804016305246645
